experiment_id,model,hardware,precision,framework,workload,flip_rate,num_flips,num_comparisons
llama-3.1-70b--h200--fp8--vllm,llama-3.1-70b,h200,fp8,vllm,safety,5.5769230769230775,29,520
llama-3.1-70b--mi300x--fp16--sglang,llama-3.1-70b,mi300x,fp16,sglang,code,0.0,0,164
llama-3.1-70b--mi300x--fp16--sglang,llama-3.1-70b,mi300x,fp16,sglang,long_context,3.0,3,100
llama-3.1-70b--mi300x--fp16--sglang,llama-3.1-70b,mi300x,fp16,sglang,math,4.4,22,500
llama-3.1-70b--mi300x--fp16--sglang,llama-3.1-70b,mi300x,fp16,sglang,safety,4.038461538461538,21,520
llama-3.1-70b--mi300x--fp16--vllm,llama-3.1-70b,mi300x,fp16,vllm,code,0.0,0,164
llama-3.1-70b--mi300x--fp16--vllm,llama-3.1-70b,mi300x,fp16,vllm,long_context,1.0,1,100
llama-3.1-70b--mi300x--fp16--vllm,llama-3.1-70b,mi300x,fp16,vllm,math,0.6,3,500
llama-3.1-70b--mi300x--fp16--vllm,llama-3.1-70b,mi300x,fp16,vllm,safety,0.3846153846153846,2,520
llama-3.1-70b--mi300x--fp8--sglang,llama-3.1-70b,mi300x,fp8,sglang,code,0.0,0,164
llama-3.1-70b--mi300x--fp8--sglang,llama-3.1-70b,mi300x,fp8,sglang,long_context,4.0,4,100
llama-3.1-70b--mi300x--fp8--sglang,llama-3.1-70b,mi300x,fp8,sglang,math,9.4,47,500
llama-3.1-70b--mi300x--fp8--sglang,llama-3.1-70b,mi300x,fp8,sglang,safety,5.1923076923076925,27,520
llama-3.1-70b--mi300x--fp8--vllm,llama-3.1-70b,mi300x,fp8,vllm,code,0.0,0,164
llama-3.1-70b--mi300x--fp8--vllm,llama-3.1-70b,mi300x,fp8,vllm,long_context,4.0,4,100
llama-3.1-70b--mi300x--fp8--vllm,llama-3.1-70b,mi300x,fp8,vllm,math,10.4,52,500
llama-3.1-70b--mi300x--fp8--vllm,llama-3.1-70b,mi300x,fp8,vllm,safety,6.346153846153846,33,520
llama-3.1-8b--b200--fp16--sglang,llama-3.1-8b,b200,fp16,sglang,code,0.0,0,164
llama-3.1-8b--b200--fp16--sglang,llama-3.1-8b,b200,fp16,sglang,long_context,0.0,0,100
llama-3.1-8b--b200--fp16--sglang,llama-3.1-8b,b200,fp16,sglang,math,14.6,73,500
llama-3.1-8b--b200--fp16--sglang,llama-3.1-8b,b200,fp16,sglang,safety,10.76923076923077,56,520
llama-3.1-8b--b200--fp16--tensorrt-llm,llama-3.1-8b,b200,fp16,tensorrt-llm,code,0.0,0,164
llama-3.1-8b--b200--fp16--tensorrt-llm,llama-3.1-8b,b200,fp16,tensorrt-llm,long_context,0.0,0,100
llama-3.1-8b--b200--fp16--tensorrt-llm,llama-3.1-8b,b200,fp16,tensorrt-llm,math,14.6,73,500
llama-3.1-8b--b200--fp16--tensorrt-llm,llama-3.1-8b,b200,fp16,tensorrt-llm,safety,12.5,65,520
llama-3.1-8b--b200--fp16--vllm,llama-3.1-8b,b200,fp16,vllm,code,0.0,0,164
llama-3.1-8b--b200--fp16--vllm,llama-3.1-8b,b200,fp16,vllm,long_context,0.0,0,100
llama-3.1-8b--b200--fp16--vllm,llama-3.1-8b,b200,fp16,vllm,math,0.0,0,500
llama-3.1-8b--b200--fp16--vllm,llama-3.1-8b,b200,fp16,vllm,safety,0.0,0,520
llama-3.1-8b--b200--fp4--tensorrt-llm,llama-3.1-8b,b200,fp4,tensorrt-llm,code,0.0,0,164
llama-3.1-8b--b200--fp4--tensorrt-llm,llama-3.1-8b,b200,fp4,tensorrt-llm,long_context,0.0,0,100
llama-3.1-8b--b200--fp4--tensorrt-llm,llama-3.1-8b,b200,fp4,tensorrt-llm,math,14.6,73,500
llama-3.1-8b--b200--fp4--tensorrt-llm,llama-3.1-8b,b200,fp4,tensorrt-llm,safety,12.5,65,520
llama-3.1-8b--b200--fp8--sglang,llama-3.1-8b,b200,fp8,sglang,code,0.0,0,164
llama-3.1-8b--b200--fp8--sglang,llama-3.1-8b,b200,fp8,sglang,long_context,0.0,0,100
llama-3.1-8b--b200--fp8--sglang,llama-3.1-8b,b200,fp8,sglang,math,28.4,142,500
llama-3.1-8b--b200--fp8--sglang,llama-3.1-8b,b200,fp8,sglang,safety,23.84615384615385,124,520
llama-3.1-8b--b200--fp8--tensorrt-llm,llama-3.1-8b,b200,fp8,tensorrt-llm,code,0.0,0,164
llama-3.1-8b--b200--fp8--tensorrt-llm,llama-3.1-8b,b200,fp8,tensorrt-llm,long_context,0.0,0,100
llama-3.1-8b--b200--fp8--tensorrt-llm,llama-3.1-8b,b200,fp8,tensorrt-llm,math,14.6,73,500
llama-3.1-8b--b200--fp8--tensorrt-llm,llama-3.1-8b,b200,fp8,tensorrt-llm,safety,12.5,65,520
llama-3.1-8b--b200--fp8--vllm,llama-3.1-8b,b200,fp8,vllm,code,0.0,0,164
llama-3.1-8b--b200--fp8--vllm,llama-3.1-8b,b200,fp8,vllm,long_context,0.0,0,100
llama-3.1-8b--b200--fp8--vllm,llama-3.1-8b,b200,fp8,vllm,math,25.4,127,500
llama-3.1-8b--b200--fp8--vllm,llama-3.1-8b,b200,fp8,vllm,safety,24.615384615384617,128,520
llama-3.1-8b--h100--fp16--sglang,llama-3.1-8b,h100,fp16,sglang,code,0.0,0,164
llama-3.1-8b--h100--fp16--sglang,llama-3.1-8b,h100,fp16,sglang,long_context,0.0,0,100
llama-3.1-8b--h100--fp16--sglang,llama-3.1-8b,h100,fp16,sglang,math,13.2,66,500
llama-3.1-8b--h100--fp16--sglang,llama-3.1-8b,h100,fp16,sglang,safety,12.5,65,520
llama-3.1-8b--h100--fp16--tensorrt-llm,llama-3.1-8b,h100,fp16,tensorrt-llm,code,0.0,0,164
llama-3.1-8b--h100--fp16--tensorrt-llm,llama-3.1-8b,h100,fp16,tensorrt-llm,long_context,0.0,0,100
llama-3.1-8b--h100--fp16--tensorrt-llm,llama-3.1-8b,h100,fp16,tensorrt-llm,math,14.4,72,500
llama-3.1-8b--h100--fp16--tensorrt-llm,llama-3.1-8b,h100,fp16,tensorrt-llm,safety,12.884615384615383,67,520
llama-3.1-8b--h100--fp8--sglang,llama-3.1-8b,h100,fp8,sglang,code,0.0,0,164
llama-3.1-8b--h100--fp8--sglang,llama-3.1-8b,h100,fp8,sglang,long_context,0.0,0,100
llama-3.1-8b--h100--fp8--sglang,llama-3.1-8b,h100,fp8,sglang,math,29.2,146,500
llama-3.1-8b--h100--fp8--sglang,llama-3.1-8b,h100,fp8,sglang,safety,24.23076923076923,126,520
llama-3.1-8b--h100--fp8--tensorrt-llm,llama-3.1-8b,h100,fp8,tensorrt-llm,code,0.0,0,164
llama-3.1-8b--h100--fp8--tensorrt-llm,llama-3.1-8b,h100,fp8,tensorrt-llm,long_context,0.0,0,100
llama-3.1-8b--h100--fp8--tensorrt-llm,llama-3.1-8b,h100,fp8,tensorrt-llm,math,14.4,72,500
llama-3.1-8b--h100--fp8--tensorrt-llm,llama-3.1-8b,h100,fp8,tensorrt-llm,safety,12.884615384615383,67,520
llama-3.1-8b--h100--fp8--vllm,llama-3.1-8b,h100,fp8,vllm,code,0.0,0,164
llama-3.1-8b--h100--fp8--vllm,llama-3.1-8b,h100,fp8,vllm,long_context,0.0,0,100
llama-3.1-8b--h100--fp8--vllm,llama-3.1-8b,h100,fp8,vllm,math,26.6,133,500
llama-3.1-8b--h100--fp8--vllm,llama-3.1-8b,h100,fp8,vllm,safety,26.53846153846154,138,520
llama-3.1-8b--h200--fp16--sglang,llama-3.1-8b,h200,fp16,sglang,code,0.0,0,164
llama-3.1-8b--h200--fp16--sglang,llama-3.1-8b,h200,fp16,sglang,long_context,0.0,0,100
llama-3.1-8b--h200--fp16--sglang,llama-3.1-8b,h200,fp16,sglang,math,13.4,67,500
llama-3.1-8b--h200--fp16--sglang,llama-3.1-8b,h200,fp16,sglang,safety,12.692307692307692,66,520
llama-3.1-8b--h200--fp16--tensorrt-llm,llama-3.1-8b,h200,fp16,tensorrt-llm,code,0.0,0,164
llama-3.1-8b--h200--fp16--tensorrt-llm,llama-3.1-8b,h200,fp16,tensorrt-llm,long_context,0.0,0,100
llama-3.1-8b--h200--fp16--tensorrt-llm,llama-3.1-8b,h200,fp16,tensorrt-llm,math,14.4,72,500
llama-3.1-8b--h200--fp16--tensorrt-llm,llama-3.1-8b,h200,fp16,tensorrt-llm,safety,13.076923076923078,68,520
llama-3.1-8b--h200--fp16--vllm,llama-3.1-8b,h200,fp16,vllm,code,0.0,0,164
llama-3.1-8b--h200--fp16--vllm,llama-3.1-8b,h200,fp16,vllm,long_context,0.0,0,100
llama-3.1-8b--h200--fp16--vllm,llama-3.1-8b,h200,fp16,vllm,math,0.0,0,500
llama-3.1-8b--h200--fp16--vllm,llama-3.1-8b,h200,fp16,vllm,safety,0.1923076923076923,1,520
llama-3.1-8b--h200--fp8--sglang,llama-3.1-8b,h200,fp8,sglang,code,0.0,0,164
llama-3.1-8b--h200--fp8--sglang,llama-3.1-8b,h200,fp8,sglang,long_context,0.0,0,100
llama-3.1-8b--h200--fp8--sglang,llama-3.1-8b,h200,fp8,sglang,math,29.2,146,500
llama-3.1-8b--h200--fp8--sglang,llama-3.1-8b,h200,fp8,sglang,safety,24.23076923076923,126,520
llama-3.1-8b--h200--fp8--tensorrt-llm,llama-3.1-8b,h200,fp8,tensorrt-llm,code,0.0,0,164
llama-3.1-8b--h200--fp8--tensorrt-llm,llama-3.1-8b,h200,fp8,tensorrt-llm,long_context,0.0,0,100
llama-3.1-8b--h200--fp8--tensorrt-llm,llama-3.1-8b,h200,fp8,tensorrt-llm,math,14.4,72,500
llama-3.1-8b--h200--fp8--tensorrt-llm,llama-3.1-8b,h200,fp8,tensorrt-llm,safety,13.076923076923078,68,520
llama-3.1-8b--h200--fp8--vllm,llama-3.1-8b,h200,fp8,vllm,code,0.0,0,164
llama-3.1-8b--h200--fp8--vllm,llama-3.1-8b,h200,fp8,vllm,long_context,0.0,0,100
llama-3.1-8b--h200--fp8--vllm,llama-3.1-8b,h200,fp8,vllm,math,26.6,133,500
llama-3.1-8b--h200--fp8--vllm,llama-3.1-8b,h200,fp8,vllm,safety,26.53846153846154,138,520
llama-3.1-8b--mi300x--fp16--sglang,llama-3.1-8b,mi300x,fp16,sglang,code,0.0,0,164
llama-3.1-8b--mi300x--fp16--sglang,llama-3.1-8b,mi300x,fp16,sglang,long_context,0.0,0,100
llama-3.1-8b--mi300x--fp16--sglang,llama-3.1-8b,mi300x,fp16,sglang,math,15.0,75,500
llama-3.1-8b--mi300x--fp16--sglang,llama-3.1-8b,mi300x,fp16,sglang,safety,12.115384615384617,63,520
llama-3.1-8b--mi300x--fp16--vllm,llama-3.1-8b,mi300x,fp16,vllm,code,0.0,0,164
llama-3.1-8b--mi300x--fp16--vllm,llama-3.1-8b,mi300x,fp16,vllm,long_context,0.0,0,100
llama-3.1-8b--mi300x--fp16--vllm,llama-3.1-8b,mi300x,fp16,vllm,math,1.7999999999999998,9,500
llama-3.1-8b--mi300x--fp16--vllm,llama-3.1-8b,mi300x,fp16,vllm,safety,2.307692307692308,12,520
llama-3.1-8b--mi300x--fp8--sglang,llama-3.1-8b,mi300x,fp8,sglang,code,0.0,0,164
llama-3.1-8b--mi300x--fp8--sglang,llama-3.1-8b,mi300x,fp8,sglang,long_context,0.0,0,100
llama-3.1-8b--mi300x--fp8--sglang,llama-3.1-8b,mi300x,fp8,sglang,math,28.4,142,500
llama-3.1-8b--mi300x--fp8--sglang,llama-3.1-8b,mi300x,fp8,sglang,safety,25.961538461538463,135,520
llama-3.1-8b--mi300x--fp8--vllm,llama-3.1-8b,mi300x,fp8,vllm,code,0.0,0,164
llama-3.1-8b--mi300x--fp8--vllm,llama-3.1-8b,mi300x,fp8,vllm,long_context,0.0,0,100
llama-3.1-8b--mi300x--fp8--vllm,llama-3.1-8b,mi300x,fp8,vllm,math,27.6,138,500
llama-3.1-8b--mi300x--fp8--vllm,llama-3.1-8b,mi300x,fp8,vllm,safety,26.73076923076923,139,520
llama-3.1-8b-instruct-fp4--b200--fp4--sglang,llama-3.1-8b-instruct-fp4,b200,fp4,sglang,code,0.0,0,164
llama-3.1-8b-instruct-fp4--b200--fp4--sglang,llama-3.1-8b-instruct-fp4,b200,fp4,sglang,long_context,0.0,0,100
llama-3.1-8b-instruct-fp4--b200--fp4--sglang,llama-3.1-8b-instruct-fp4,b200,fp4,sglang,math,40.400000000000006,202,500
llama-3.1-8b-instruct-fp4--b200--fp4--sglang,llama-3.1-8b-instruct-fp4,b200,fp4,sglang,safety,32.88461538461539,171,520
mistral-7b--b200--fp16--sglang,mistral-7b,b200,fp16,sglang,code,0.0,0,164
mistral-7b--b200--fp16--sglang,mistral-7b,b200,fp16,sglang,long_context,1.0,1,100
mistral-7b--b200--fp16--sglang,mistral-7b,b200,fp16,sglang,math,9.2,46,500
mistral-7b--b200--fp16--sglang,mistral-7b,b200,fp16,sglang,safety,3.4615384615384617,18,520
mistral-7b--b200--fp16--tensorrt-llm,mistral-7b,b200,fp16,tensorrt-llm,code,0.0,0,164
mistral-7b--b200--fp16--tensorrt-llm,mistral-7b,b200,fp16,tensorrt-llm,long_context,1.0,1,100
mistral-7b--b200--fp16--tensorrt-llm,mistral-7b,b200,fp16,tensorrt-llm,math,9.0,45,500
mistral-7b--b200--fp16--tensorrt-llm,mistral-7b,b200,fp16,tensorrt-llm,safety,3.076923076923077,16,520
mistral-7b--b200--fp16--vllm,mistral-7b,b200,fp16,vllm,code,0.0,0,164
mistral-7b--b200--fp16--vllm,mistral-7b,b200,fp16,vllm,long_context,0.0,0,100
mistral-7b--b200--fp16--vllm,mistral-7b,b200,fp16,vllm,math,0.0,0,500
mistral-7b--b200--fp16--vllm,mistral-7b,b200,fp16,vllm,safety,0.0,0,520
mistral-7b--b200--fp4--tensorrt-llm,mistral-7b,b200,fp4,tensorrt-llm,code,0.0,0,164
mistral-7b--b200--fp4--tensorrt-llm,mistral-7b,b200,fp4,tensorrt-llm,long_context,1.0,1,100
mistral-7b--b200--fp4--tensorrt-llm,mistral-7b,b200,fp4,tensorrt-llm,math,9.0,45,500
mistral-7b--b200--fp4--tensorrt-llm,mistral-7b,b200,fp4,tensorrt-llm,safety,3.076923076923077,16,520
mistral-7b--b200--fp8--sglang,mistral-7b,b200,fp8,sglang,code,1.829268292682927,3,164
mistral-7b--b200--fp8--sglang,mistral-7b,b200,fp8,sglang,long_context,1.0,1,100
mistral-7b--b200--fp8--sglang,mistral-7b,b200,fp8,sglang,math,16.0,80,500
mistral-7b--b200--fp8--sglang,mistral-7b,b200,fp8,sglang,safety,6.923076923076923,36,520
mistral-7b--b200--fp8--tensorrt-llm,mistral-7b,b200,fp8,tensorrt-llm,code,0.0,0,164
mistral-7b--b200--fp8--tensorrt-llm,mistral-7b,b200,fp8,tensorrt-llm,long_context,1.0,1,100
mistral-7b--b200--fp8--tensorrt-llm,mistral-7b,b200,fp8,tensorrt-llm,math,9.0,45,500
mistral-7b--b200--fp8--tensorrt-llm,mistral-7b,b200,fp8,tensorrt-llm,safety,3.076923076923077,16,520
mistral-7b--b200--fp8--vllm,mistral-7b,b200,fp8,vllm,code,0.0,0,164
mistral-7b--b200--fp8--vllm,mistral-7b,b200,fp8,vllm,long_context,0.0,0,100
mistral-7b--b200--fp8--vllm,mistral-7b,b200,fp8,vllm,math,18.2,91,500
mistral-7b--b200--fp8--vllm,mistral-7b,b200,fp8,vllm,safety,8.653846153846153,45,520
mistral-7b--h100--fp16--sglang,mistral-7b,h100,fp16,sglang,code,0.0,0,164
mistral-7b--h100--fp16--sglang,mistral-7b,h100,fp16,sglang,long_context,0.0,0,100
mistral-7b--h100--fp16--sglang,mistral-7b,h100,fp16,sglang,math,9.0,45,500
mistral-7b--h100--fp16--sglang,mistral-7b,h100,fp16,sglang,safety,3.4615384615384617,18,520
mistral-7b--h100--fp16--tensorrt-llm,mistral-7b,h100,fp16,tensorrt-llm,code,0.0,0,164
mistral-7b--h100--fp16--tensorrt-llm,mistral-7b,h100,fp16,tensorrt-llm,long_context,0.0,0,100
mistral-7b--h100--fp16--tensorrt-llm,mistral-7b,h100,fp16,tensorrt-llm,math,10.2,51,500
mistral-7b--h100--fp16--tensorrt-llm,mistral-7b,h100,fp16,tensorrt-llm,safety,3.076923076923077,16,520
mistral-7b--h100--fp8--sglang,mistral-7b,h100,fp8,sglang,code,1.829268292682927,3,164
mistral-7b--h100--fp8--sglang,mistral-7b,h100,fp8,sglang,long_context,1.0,1,100
mistral-7b--h100--fp8--sglang,mistral-7b,h100,fp8,sglang,math,20.0,100,500
mistral-7b--h100--fp8--sglang,mistral-7b,h100,fp8,sglang,safety,6.153846153846154,32,520
mistral-7b--h100--fp8--tensorrt-llm,mistral-7b,h100,fp8,tensorrt-llm,code,0.0,0,164
mistral-7b--h100--fp8--tensorrt-llm,mistral-7b,h100,fp8,tensorrt-llm,long_context,0.0,0,100
mistral-7b--h100--fp8--tensorrt-llm,mistral-7b,h100,fp8,tensorrt-llm,math,10.2,51,500
mistral-7b--h100--fp8--tensorrt-llm,mistral-7b,h100,fp8,tensorrt-llm,safety,3.076923076923077,16,520
mistral-7b--h100--fp8--vllm,mistral-7b,h100,fp8,vllm,code,0.6097560975609756,1,164
mistral-7b--h100--fp8--vllm,mistral-7b,h100,fp8,vllm,long_context,0.0,0,100
mistral-7b--h100--fp8--vllm,mistral-7b,h100,fp8,vllm,math,19.0,95,500
mistral-7b--h100--fp8--vllm,mistral-7b,h100,fp8,vllm,safety,7.884615384615384,41,520
mistral-7b--h200--fp16--sglang,mistral-7b,h200,fp16,sglang,code,0.0,0,164
mistral-7b--h200--fp16--sglang,mistral-7b,h200,fp16,sglang,long_context,0.0,0,100
mistral-7b--h200--fp16--sglang,mistral-7b,h200,fp16,sglang,math,8.6,43,500
mistral-7b--h200--fp16--sglang,mistral-7b,h200,fp16,sglang,safety,3.076923076923077,16,520
mistral-7b--h200--fp16--tensorrt-llm,mistral-7b,h200,fp16,tensorrt-llm,code,0.0,0,164
mistral-7b--h200--fp16--tensorrt-llm,mistral-7b,h200,fp16,tensorrt-llm,long_context,0.0,0,100
mistral-7b--h200--fp16--tensorrt-llm,mistral-7b,h200,fp16,tensorrt-llm,math,9.8,49,500
mistral-7b--h200--fp16--tensorrt-llm,mistral-7b,h200,fp16,tensorrt-llm,safety,2.8846153846153846,15,520
mistral-7b--h200--fp16--vllm,mistral-7b,h200,fp16,vllm,code,0.0,0,164
mistral-7b--h200--fp16--vllm,mistral-7b,h200,fp16,vllm,long_context,0.0,0,100
mistral-7b--h200--fp16--vllm,mistral-7b,h200,fp16,vllm,math,1.0,5,500
mistral-7b--h200--fp16--vllm,mistral-7b,h200,fp16,vllm,safety,0.0,0,520
mistral-7b--h200--fp8--sglang,mistral-7b,h200,fp8,sglang,code,1.829268292682927,3,164
mistral-7b--h200--fp8--sglang,mistral-7b,h200,fp8,sglang,long_context,1.0,1,100
mistral-7b--h200--fp8--sglang,mistral-7b,h200,fp8,sglang,math,17.599999999999998,88,500
mistral-7b--h200--fp8--sglang,mistral-7b,h200,fp8,sglang,safety,7.115384615384615,37,520
mistral-7b--h200--fp8--tensorrt-llm,mistral-7b,h200,fp8,tensorrt-llm,code,0.0,0,164
mistral-7b--h200--fp8--tensorrt-llm,mistral-7b,h200,fp8,tensorrt-llm,long_context,0.0,0,100
mistral-7b--h200--fp8--tensorrt-llm,mistral-7b,h200,fp8,tensorrt-llm,math,9.8,49,500
mistral-7b--h200--fp8--tensorrt-llm,mistral-7b,h200,fp8,tensorrt-llm,safety,2.8846153846153846,15,520
mistral-7b--h200--fp8--vllm,mistral-7b,h200,fp8,vllm,code,0.6097560975609756,1,164
mistral-7b--h200--fp8--vllm,mistral-7b,h200,fp8,vllm,long_context,0.0,0,100
mistral-7b--h200--fp8--vllm,mistral-7b,h200,fp8,vllm,math,19.0,95,500
mistral-7b--h200--fp8--vllm,mistral-7b,h200,fp8,vllm,safety,7.884615384615384,41,520
mistral-7b--mi300x--fp16--sglang,mistral-7b,mi300x,fp16,sglang,code,0.0,0,164
mistral-7b--mi300x--fp16--sglang,mistral-7b,mi300x,fp16,sglang,long_context,0.0,0,100
mistral-7b--mi300x--fp16--sglang,mistral-7b,mi300x,fp16,sglang,math,9.6,48,500
mistral-7b--mi300x--fp16--sglang,mistral-7b,mi300x,fp16,sglang,safety,2.8846153846153846,15,520
mistral-7b--mi300x--fp16--vllm,mistral-7b,mi300x,fp16,vllm,code,0.0,0,164
mistral-7b--mi300x--fp16--vllm,mistral-7b,mi300x,fp16,vllm,long_context,0.0,0,100
mistral-7b--mi300x--fp16--vllm,mistral-7b,mi300x,fp16,vllm,math,1.0,5,500
mistral-7b--mi300x--fp16--vllm,mistral-7b,mi300x,fp16,vllm,safety,0.7692307692307693,4,520
mistral-7b--mi300x--fp8--sglang,mistral-7b,mi300x,fp8,sglang,code,0.6097560975609756,1,164
